,Priority,Age,Steps,Passing,Expected
453,1.0,82.11538461538461,86.66666666666667,71.42857142857143,0.0
454,2.0,90.1923076923077,40.0,28.57142857142857,1.0
455,2.0,79.61538461538461,23.333333333333332,20.0,0.0
456,3.0,75.38461538461539,13.333333333333334,62.5,0.0
457,3.0,74.03846153846155,93.33333333333333,54.54545454545454,1.0
458,1.0,95.96153846153847,36.666666666666664,25.0,1.0
459,1.0,75.76923076923077,90.0,50.0,1.0
460,2.0,71.15384615384616,66.66666666666666,61.53846153846154,1.0
461,2.0,80.0,20.0,42.857142857142854,1.0
462,1.0,90.57692307692308,46.666666666666664,20.0,0.0
463,3.0,91.92307692307692,43.333333333333336,38.46153846153847,0.0
464,1.0,92.88461538461539,90.0,75.0,1.0
465,2.0,96.53846153846153,30.0,11.11111111111111,1.0
466,1.0,71.34615384615385,60.0,23.076923076923077,1.0
467,3.0,82.6923076923077,96.66666666666667,71.42857142857143,0.0
468,1.0,94.61538461538461,13.333333333333334,71.42857142857143,0.0
469,3.0,79.03846153846153,93.33333333333333,88.88888888888889,0.0
470,1.0,99.61538461538461,63.33333333333333,52.63157894736842,1.0
471,1.0,85.76923076923076,50.0,16.666666666666664,0.0
472,3.0,73.84615384615385,96.66666666666667,81.81818181818183,1.0
473,2.0,83.07692307692308,96.66666666666667,55.55555555555556,0.0
474,1.0,83.07692307692308,60.0,40.0,1.0
475,3.0,75.57692307692308,83.33333333333334,61.53846153846154,1.0
476,1.0,91.73076923076923,56.666666666666664,55.55555555555556,0.0
477,1.0,96.73076923076923,3.3333333333333335,33.33333333333333,0.0
478,3.0,84.42307692307692,10.0,87.5,1.0
479,3.0,78.65384615384615,36.666666666666664,53.84615384615385,1.0
480,2.0,95.38461538461539,33.33333333333333,81.81818181818183,1.0
481,3.0,93.65384615384616,56.666666666666664,37.5,1.0
482,3.0,82.5,43.333333333333336,50.0,1.0
483,2.0,84.03846153846153,90.0,55.55555555555556,1.0
484,3.0,98.65384615384616,3.3333333333333335,80.0,1.0
485,3.0,75.76923076923077,96.66666666666667,50.0,0.0
486,2.0,73.84615384615385,33.33333333333333,52.63157894736842,1.0
487,3.0,81.53846153846153,53.333333333333336,53.333333333333336,1.0
488,1.0,79.61538461538461,30.0,58.333333333333336,1.0
489,1.0,96.53846153846153,40.0,33.33333333333333,0.0
490,3.0,99.03846153846155,36.666666666666664,66.66666666666666,0.0
491,3.0,81.34615384615384,96.66666666666667,75.0,0.0
492,3.0,80.57692307692308,16.666666666666664,41.17647058823529,0.0
493,3.0,93.46153846153847,86.66666666666667,12.5,0.0
494,2.0,80.1923076923077,90.0,90.0,0.0
495,2.0,89.03846153846153,53.333333333333336,87.5,0.0
496,3.0,96.53846153846153,83.33333333333334,62.5,1.0
497,2.0,97.5,80.0,41.17647058823529,1.0
498,1.0,76.15384615384615,16.666666666666664,25.0,0.0
499,2.0,97.3076923076923,73.33333333333333,27.27272727272727,1.0
500,2.0,81.53846153846153,100.0,83.33333333333334,1.0
501,2.0,81.34615384615384,56.666666666666664,25.0,1.0
502,3.0,88.26923076923077,63.33333333333333,11.11111111111111,1.0
503,3.0,93.84615384615384,60.0,69.23076923076923,1.0
504,2.0,74.42307692307692,23.333333333333332,61.53846153846154,1.0
505,2.0,96.53846153846153,46.666666666666664,28.57142857142857,0.0
506,2.0,91.34615384615384,50.0,76.92307692307693,0.0
507,2.0,89.42307692307693,20.0,55.55555555555556,0.0
508,3.0,73.07692307692307,6.666666666666667,66.66666666666666,0.0
509,3.0,94.23076923076923,40.0,11.11111111111111,1.0
510,2.0,83.07692307692308,53.333333333333336,50.0,0.0
511,3.0,73.46153846153847,30.0,35.714285714285715,0.0
512,2.0,84.03846153846153,20.0,83.33333333333334,1.0
513,1.0,70.96153846153847,53.333333333333336,40.0,1.0
514,3.0,97.3076923076923,76.66666666666667,71.42857142857143,1.0
515,2.0,99.42307692307692,80.0,35.714285714285715,0.0
516,2.0,90.76923076923077,83.33333333333334,40.0,0.0
517,2.0,90.1923076923077,13.333333333333334,62.5,1.0
518,1.0,90.38461538461539,26.666666666666668,33.33333333333333,1.0
519,3.0,95.38461538461539,50.0,16.666666666666664,0.0
520,1.0,93.07692307692308,6.666666666666667,20.0,0.0
521,3.0,89.23076923076924,13.333333333333334,58.82352941176471,0.0
522,1.0,88.65384615384615,30.0,42.857142857142854,0.0
523,2.0,80.96153846153847,30.0,47.368421052631575,0.0
524,1.0,92.88461538461539,93.33333333333333,55.55555555555556,1.0
525,3.0,76.34615384615384,30.0,40.0,1.0
526,2.0,98.26923076923076,53.333333333333336,83.33333333333334,1.0
527,2.0,91.92307692307692,40.0,80.0,1.0
528,2.0,98.26923076923076,96.66666666666667,33.33333333333333,0.0
529,3.0,98.65384615384616,66.66666666666666,83.33333333333334,1.0
530,2.0,77.88461538461539,40.0,71.42857142857143,0.0
531,2.0,99.8076923076923,13.333333333333334,66.66666666666666,0.0
532,3.0,78.46153846153847,80.0,70.0,0.0
533,3.0,83.84615384615385,33.33333333333333,37.5,0.0
534,1.0,88.84615384615384,50.0,66.66666666666666,1.0
535,3.0,73.84615384615385,6.666666666666667,33.33333333333333,1.0
536,1.0,93.26923076923077,53.333333333333336,42.857142857142854,0.0
537,1.0,76.92307692307693,10.0,23.076923076923077,1.0
538,1.0,89.03846153846153,76.66666666666667,50.0,0.0
539,3.0,73.26923076923076,36.666666666666664,35.714285714285715,1.0
540,1.0,95.0,86.66666666666667,41.66666666666667,1.0
541,1.0,84.8076923076923,63.33333333333333,12.5,0.0
542,3.0,83.65384615384616,10.0,14.285714285714285,1.0
543,2.0,98.84615384615385,100.0,25.0,1.0
544,3.0,75.96153846153845,63.33333333333333,12.5,0.0
545,2.0,94.23076923076923,86.66666666666667,88.88888888888889,1.0
546,1.0,85.0,40.0,80.0,1.0
547,2.0,92.6923076923077,26.666666666666668,71.42857142857143,1.0
548,1.0,85.96153846153847,80.0,76.92307692307693,1.0
549,2.0,87.11538461538461,30.0,52.63157894736842,0.0
550,2.0,89.61538461538461,76.66666666666667,50.0,0.0
551,1.0,74.42307692307692,23.333333333333332,55.55555555555556,1.0
552,1.0,92.5,60.0,61.53846153846154,0.0
